date,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
aa1e670f,5.3,3.9,3.5,6.0,2.3,2.7,1.7,0.7,0.8,0.6,14.5,9.8,4.7,4.8,5.8,7,6,6,6,6,12.1,10.9,8.8,12.3,9.2,10.1,5.8,2.0,2.5,2.4,6,6,6,6,3,1019.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.8,-1.7,0.2,2.5,-2.1,0.0,0.0,0.0,0.0,0.0
aa6446a7,3.2,2.6,2.4,4.7,-0.2,2.4,2.7,1.0,1.7,1.0,15.0,10.7,7.4,10.6,10.4,6,4,5,6,1,9.0,8.2,8.2,11.4,4.8,8.9,6.5,3.0,5.4,4.3,6,6,5,6,3,1004.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.8,-2.3,-1.0,1.1,-4.3,1.0,1.5,1.5,1.5,2.0
aac6a583,15.3,14.0,13.1,15.4,11.6,2.8,2.4,1.2,1.5,1.1,16.1,11.4,7.5,9.5,8.0,3,4,6,6,6,25.6,25.5,22.8,26.9,22.5,11.8,7.0,2.9,4.4,3.0,3,6,6,6,6,1002.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.3,4.2,6.7,5.8,3.1,0.0,0.0,0.0,0.0,0.0
abdbfac6,14.3,14.1,13.7,14.4,11.7,1.5,2.6,0.3,0.7,0.3,6.7,8.8,4.7,4.0,4.6,6,6,0,6,1,17.0,15.9,15.2,16.9,12.9,4.5,5.6,1.3,2.2,1.9,6,6,2,6,3,1005.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.6,13.1,11.7,12.9,10.6,40.5,8.0,35.5,46.0,59.0
abfb42ea,18.4,18.1,17.2,18.1,14.1,2.3,1.9,0.8,1.4,0.7,10.0,10.2,5.7,6.6,6.5,6,6,6,6,3,25.0,25.3,22.5,24.2,19.7,6.5,5.4,2.4,3.6,3.2,4,4,6,6,3,1014.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.9,13.5,13.3,13.0,9.6,1.5,1.0,0.0,0.5,0.0
ad92959c,9.6,9.2,9.9,9.4,8.0,2.0,1.7,1.3,1.0,1.1,11.2,13.7,11.2,4.7,11.1,6,6,1,7,1,15.3,13.3,13.6,10.9,13.2,7.8,7.9,3.0,2.9,3.5,6,6,2,2,3,993.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.7,7.0,7.7,8.0,4.1,40.5,38.0,35.5,38.5,39.0
adddaed3,29.1,27.8,26.6,28.5,23.8,2.2,1.3,1.1,2.0,0.8,10.4,8.1,6.3,9.5,6.0,3,3,6,2,4,36.0,36.1,33.6,37.3,31.9,6.3,4.5,2.5,6.1,2.5,3,3,6,2,6,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,24.3,21.9,21.9,23.4,18.3,0.0,0.0,0.0,3.5,0.0
ae03763b,22.3,21.8,20.3,22.4,17.6,2.3,2.1,1.4,1.8,0.9,10.9,11.1,7.3,8.6,6.0,4,4,6,6,4,30.6,30.4,28.7,31.6,26.6,6.6,6.5,3.0,4.6,2.8,7,6,6,6,6,1014.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.4,14.3,13.8,15.3,10.5,0.0,0.0,0.0,0.0,0.0
ae3e7ee4,1.9,1.2,0.6,2.9,-1.5,3.2,2.5,0.4,1.3,1.1,15.6,12.4,4.7,7.1,9.9,7,6,6,6,1,5.5,5.9,3.1,7.9,1.6,9.2,8.1,1.8,3.8,3.8,6,6,6,6,3,1013.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.9,-2.5,-2.1,-1.2,-5.3,0.0,0.0,0.5,0.0,0.0
af8d1e1b,5.8,4.7,4.0,5.5,2.0,1.6,2.1,1.0,0.8,0.8,7.6,9.4,5.0,4.6,4.2,0,2,6,6,5,12.7,10.3,11.6,13.4,9.8,4.4,5.9,2.2,2.7,2.3,3,2,6,6,4,1019.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.0,0.8,-0.6,0.3,-3.7,0.0,0.0,0.0,0.0,0.0
b13ed154,8.6,7.1,7.0,9.2,3.9,4.1,3.8,1.2,2.0,1.5,17.9,13.6,8.5,11.2,9.1,3,2,7,6,1,16.2,14.6,14.8,17.4,10.9,11.9,8.0,3.3,5.8,3.8,7,2,7,6,3,1015.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.0,0.2,1.4,1.9,-2.3,0.0,0.0,0.0,0.0,0.0
b15a92d3,4.8,2.1,1.4,3.9,0.8,4.8,2.2,0.7,1.0,2.0,13.2,12.4,6.3,8.7,13.8,6,3,6,6,1,7.8,5.9,4.5,9.7,3.3,8.8,7.9,2.2,3.4,5.3,6,3,6,6,3,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.4,-0.9,-1.1,-0.6,-1.9,0.0,0.0,0.5,0.0,0.0
b3752d6c,6.7,6.3,6.8,7.3,3.3,3.1,4.5,1.2,0.9,0.8,11.9,15.1,8.0,3.8,6.3,6,1,0,2,4,8.4,8.1,8.8,9.0,5.3,7.2,9.1,3.0,2.5,2.7,6,1,2,2,6,990.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.0,4.4,4.3,5.1,0.9,29.5,19.5,27.0,38.0,50.5
b402423c,19.2,19.8,18.3,19.2,15.8,1.3,1.7,0.9,0.9,0.6,5.8,7.5,4.8,3.8,4.0,4,6,0,6,0,25.2,25.4,25.5,25.4,21.4,3.8,3.7,1.8,2.5,1.9,6,4,6,6,4,1005.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.2,15.8,13.9,14.5,10.6,2.5,0.0,1.0,0.5,2.0
b4104846,12.6,11.3,11.0,13.0,9.1,1.7,2.7,1.0,0.9,0.6,8.3,12.7,6.1,4.6,5.8,0,2,3,6,3,20.2,17.7,18.7,20.1,17.1,5.5,7.9,2.1,2.9,2.1,2,2,1,6,6,1011.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.7,7.7,7.7,9.4,4.9,10.0,13.0,12.0,6.5,11.0
b596b7d8,21.1,20.6,19.9,20.7,16.3,2.3,1.9,0.9,1.4,0.7,11.7,9.6,6.5,5.3,6.3,7,4,7,6,4,27.5,26.8,26.6,27.8,23.4,6.7,4.8,2.5,3.4,2.5,7,6,6,6,3,1006.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.1,16.2,15.1,16.8,11.7,0.0,0.0,0.0,0.0,0.0
b64f0b4f,22.4,21.4,20.6,22.4,18.8,2.0,2.4,0.7,1.1,0.5,9.6,10.3,5.0,5.5,4.1,6,2,7,6,4,26.1,26.8,23.0,24.9,21.9,6.5,5.9,2.0,3.0,1.6,6,2,6,6,4,1006.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,17.7,17.0,19.2,15.8,0.5,0.5,3.0,5.5,1.0
b6ac41e8,0.0,-0.4,-2.5,-0.3,-4.7,2.3,2.4,0.8,1.0,1.2,10.6,11.1,6.4,7.8,9.9,7,7,7,6,1,6.2,4.2,3.6,7.2,0.6,7.9,5.2,2.1,4.3,4.2,7,3,3,6,3,1018.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.2,-4.2,-5.9,-4.6,-8.7,0.0,0.0,0.0,0.0,0.0
b71e76cf,7.5,6.8,4.9,7.6,4.3,1.4,2.4,0.7,0.6,0.4,5.9,8.8,5.5,3.3,5.1,3,6,3,2,4,10.1,10.0,8.1,9.9,8.6,4.4,4.6,1.9,2.0,1.7,3,6,2,2,5,1016.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.1,3.8,1.7,5.5,0.0,0.0,0.0,0.0,0.0,0.0
b88fbe41,24.3,23.9,21.5,24.0,20.3,1.9,1.6,0.7,1.3,0.5,10.0,8.2,5.1,8.1,4.1,6,0,0,6,4,31.7,31.4,26.9,31.5,26.8,6.8,5.4,2.0,4.6,1.6,6,2,0,6,2,1011.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,20.1,19.1,19.7,15.8,0.0,0.0,3.5,0.0,0.5
b92d713a,5.0,3.9,2.9,5.0,0.9,3.6,2.1,0.7,1.4,1.3,16.7,14.5,6.0,8.4,7.3,3,3,6,6,7,11.9,10.1,9.9,13.3,6.7,11.9,8.4,3.1,4.9,3.0,3,3,6,6,3,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.7,-0.9,0.1,0.4,-2.8,0.0,0.0,3.0,0.5,1.0
b951733d,21.8,21.4,19.9,22.9,18.4,1.8,1.8,0.7,1.2,0.6,10.3,6.8,5.1,6.6,5.5,3,2,6,6,4,28.9,28.1,25.8,30.0,25.1,6.1,4.6,2.3,3.9,2.3,6,2,6,6,4,999.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,17.8,17.1,19.4,14.3,10.5,9.0,32.5,8.0,12.5
ba9169ed,19.4,18.4,17.7,18.5,14.8,1.7,1.4,1.1,1.0,0.8,7.9,7.4,5.6,4.4,3.7,7,6,6,6,4,27.9,27.5,26.2,28.2,24.4,5.2,4.1,2.0,3.0,2.1,7,6,6,6,6,1016.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.6,12.9,12.4,12.0,9.0,0.0,0.0,0.0,0.0,0.0
bade34a5,27.9,26.6,24.9,28.0,23.2,3.3,1.6,1.1,1.3,0.9,13.1,7.3,7.0,5.7,6.8,3,4,6,6,1,36.6,35.8,33.8,38.1,32.1,10.0,5.2,2.4,3.5,2.7,3,6,6,6,3,1004.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,18.2,18.7,20.3,15.9,0.0,0.0,0.0,0.0,0.0
bc5c84e1,19.3,19.4,18.4,19.8,16.4,1.6,1.8,0.7,1.0,0.5,9.2,8.9,5.6,6.2,4.4,6,6,6,6,2,25.1,25.8,24.5,25.7,21.9,6.9,5.0,2.0,3.5,2.1,6,6,6,6,4,1003.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,15.8,15.1,16.8,13.0,2.0,8.5,8.0,2.0,3.0
bcd61bc9,4.6,3.6,2.1,4.9,1.1,3.1,2.8,0.5,1.3,1.2,11.8,12.1,3.5,9.4,9.0,3,6,7,0,7,9.0,10.0,6.5,11.4,5.7,8.7,7.5,1.4,4.7,3.9,7,6,2,2,3,1010.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.1,-3.1,-0.8,0.8,-3.7,0.0,0.0,0.0,0.0,0.0
be88d078,8.1,7.5,7.6,8.1,6.3,1.1,1.0,1.0,0.6,0.6,4.5,7.2,6.9,3.5,7.0,3,4,1,6,4,16.6,16.6,14.9,16.4,16.8,2.8,4.0,1.9,2.2,1.9,6,4,2,6,6,1022.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.4,2.6,4.3,3.8,1.5,0.0,0.0,0.0,0.0,0.0
bf796d7a,21.8,21.4,20.4,21.8,17.8,1.6,1.4,0.9,1.0,0.5,6.9,7.3,5.9,6.4,4.5,5,4,6,6,6,27.5,28.4,27.1,28.5,24.2,4.4,3.4,2.4,4.1,2.1,4,6,6,6,4,1009.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.3,16.2,15.8,16.7,12.5,0.0,0.0,0.0,0.0,1.0
bfee608e,27.7,27.6,26.8,28.3,23.8,1.9,2.0,0.8,1.8,0.6,11.3,10.9,6.8,7.8,6.9,6,6,6,6,2,35.2,34.4,32.2,35.2,31.8,7.3,6.0,2.5,4.6,2.7,6,6,6,6,3,1003.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,24.1,23.1,22.4,23.7,18.8,1.5,0.0,0.0,0.0,0.0
c0a0d84c,20.0,19.8,18.1,19.9,15.0,2.0,1.9,1.1,1.3,0.7,9.0,8.2,6.0,6.5,4.5,4,2,6,6,4,27.2,27.6,26.0,27.7,23.2,5.3,4.4,2.6,4.0,2.2,6,1,6,6,4,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.5,15.3,14.0,15.8,11.3,0.0,0.0,0.0,0.0,0.0
c128b06b,21.6,21.2,20.4,22.1,18.4,1.8,1.3,0.7,1.1,0.6,12.3,10.2,8.4,10.4,5.8,3,6,6,6,5,28.4,26.9,26.8,31.8,25.5,7.9,5.4,2.7,5.4,2.7,7,4,6,6,4,1009.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.3,17.3,17.2,17.8,14.6,2.5,3.5,5.0,7.5,21.0
c1368827,22.8,22.4,21.5,21.8,20.2,4.0,3.8,0.7,0.9,0.9,11.5,14.4,7.7,4.3,15.4,6,6,6,2,1,25.8,25.1,23.5,23.8,22.5,7.2,8.5,2.2,2.7,5.4,7,6,6,2,3,997.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.1,19.9,19.5,20.2,17.7,56.5,63.0,70.0,75.0,124.5
c22ed7b6,21.1,20.2,20.4,20.4,18.3,2.4,2.1,0.2,1.0,0.7,8.3,9.2,2.4,4.5,7.5,6,4,7,2,6,23.8,22.6,23.3,22.2,20.9,4.8,5.4,0.9,2.8,2.5,6,6,6,2,3,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,19.2,19.2,18.7,16.5,24.0,18.5,22.0,57.0,40.5
c2e7e528,25.7,24.6,23.2,26.6,22.1,1.8,1.4,0.8,1.4,0.6,13.7,8.3,9.4,10.0,6.5,3,3,3,2,1,33.6,31.2,30.5,34.1,29.2,8.3,4.9,2.5,6.4,2.2,3,3,2,2,3,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.6,21.9,21.0,23.0,18.8,1.0,1.0,42.0,0.0,0.0
c2f152a8,25.5,25.1,23.5,26.0,20.9,2.0,1.4,1.1,1.6,0.7,8.1,8.0,6.5,7.6,5.7,4,6,6,6,6,33.1,32.8,31.5,33.7,28.5,5.1,5.0,2.5,3.9,2.6,4,6,6,6,1,1003.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,19.4,18.2,20.4,15.2,0.5,0.0,0.5,0.0,0.0
c43ba034,2.2,0.8,0.8,3.2,-0.5,2.3,4.4,1.1,1.4,1.2,13.0,11.9,8.0,9.1,7.8,3,1,6,6,7,10.4,8.3,8.4,12.0,7.0,8.6,7.2,3.1,4.4,3.1,7,2,6,6,7,1015.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.2,-3.2,-3.5,-2.9,-6.2,0.0,0.0,0.0,0.0,0.0
c4f97dc4,2.3,1.0,0.6,2.1,-1.0,1.4,1.0,0.7,0.8,0.7,7.8,6.2,5.2,4.9,5.5,7,6,6,6,7,11.2,10.5,6.9,11.4,7.2,5.3,4.2,1.8,2.9,2.5,7,6,2,6,3,1019.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.5,-5.2,-2.4,-3.0,-6.6,0.0,0.0,0.0,0.0,0.0
c7506622,9.1,7.6,6.6,9.3,4.9,2.7,3.5,1.1,1.7,1.4,11.9,11.1,8.8,9.2,9.3,3,2,0,6,7,16.3,14.6,15.0,17.2,11.0,7.6,7.3,2.7,4.8,3.6,3,2,6,6,3,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.4,1.5,-1.2,1.5,-0.1,0.0,0.0,0.0,0.0,0.0
c87afd91,-0.9,-1.7,-1.0,0.0,-1.8,0.8,0.2,0.3,0.5,0.3,3.4,2.0,2.0,4.0,4.5,0,5,5,2,5,0.8,0.0,0.5,1.0,0.2,2.2,1.3,0.9,2.1,1.1,2,5,5,6,5,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.5,-4.0,-3.5,-1.4,-6.1,6.0,6.0,10.5,6.5,8.0
c8a483e7,22.3,21.5,21.2,22.8,18.8,2.0,1.6,0.9,1.2,0.6,9.0,10.6,5.7,7.3,5.9,6,6,6,6,5,28.5,27.8,26.9,29.9,25.0,6.6,5.5,2.1,4.1,2.0,6,6,6,6,6,1011.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,16.8,18.3,19.5,15.0,0.0,0.0,0.0,0.0,1.0
c8ca791d,12.0,10.8,9.5,11.8,6.9,3.6,2.8,0.8,1.2,1.1,13.0,12.2,7.3,8.1,9.2,3,7,1,6,3,19.0,16.3,16.0,18.3,12.8,9.2,6.0,2.1,4.6,3.3,7,3,1,2,3,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.1,4.6,3.6,6.3,1.2,0.5,1.0,1.5,0.0,1.5
c8db74ea,21.7,22.1,21.0,22.4,18.5,1.8,1.6,0.8,1.3,0.5,14.5,9.9,6.5,6.1,4.8,6,6,6,6,5,28.2,29.0,28.0,28.9,24.9,10.0,6.1,2.4,3.7,2.1,6,6,6,6,3,1012.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.9,18.5,17.7,19.2,15.1,7.5,0.5,0.0,3.5,34.5
ca19131d,19.3,18.5,17.5,18.9,15.2,2.0,1.6,1.0,1.1,0.8,7.7,8.5,5.7,5.3,5.4,3,6,2,6,6,27.5,27.1,26.4,28.4,23.8,5.3,4.8,2.2,3.1,2.0,6,6,6,6,5,1021.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.3,11.7,12.3,12.5,9.3,0.0,0.0,0.0,0.0,0.0
cb8d431e,24.1,23.9,23.0,24.2,21.2,3.9,4.7,1.4,2.0,1.8,14.7,19.5,11.0,13.5,14.3,4,5,7,3,1,27.9,29.0,28.6,27.0,22.9,8.4,9.7,3.8,6.7,5.7,6,4,7,7,1,993.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.9,21.4,21.1,21.9,19.5,29.5,30.0,64.5,60.5,86.5
cbbbc613,5.9,5.0,3.2,5.3,1.2,5.4,4.1,0.6,1.7,1.5,15.0,11.5,5.7,8.6,9.8,6,6,7,2,7,9.6,9.3,6.2,11.1,4.3,10.1,7.5,1.8,4.2,3.6,6,6,6,0,7,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.7,1.9,0.1,-0.1,-2.7,0.0,0.0,0.0,0.0,0.0
cbf4fd5c,21.8,22.0,20.2,21.9,16.9,3.0,3.1,0.7,1.8,0.7,11.4,11.3,6.3,8.8,6.0,4,4,6,6,3,28.4,29.8,26.4,29.2,23.6,7.5,6.5,2.7,5.4,2.6,4,6,6,6,3,1012.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.8,17.3,14.7,15.5,9.5,0.0,0.0,3.5,2.5,4.0
ccad047b,11.6,10.6,7.8,11.9,7.6,3.0,2.7,0.8,1.5,1.4,12.1,18.0,5.4,8.5,9.2,7,4,2,2,3,19.3,19.3,15.3,20.0,15.3,7.5,8.6,1.8,4.5,4.0,3,4,0,6,3,1006.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.1,2.7,2.5,3.3,-0.2,0.0,0.0,0.0,0.0,0.0
cce5db1e,1.8,0.2,-1.9,2.3,-2.8,3.1,1.4,0.5,1.1,0.9,13.4,7.8,3.2,10.4,9.6,6,6,6,6,6,8.3,8.5,1.8,10.4,4.0,8.8,4.7,1.5,5.2,3.4,6,6,0,6,3,1022.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.2,-5.4,-5.3,-2.4,-7.3,0.0,0.0,0.0,0.0,0.0
cd1b7cc2,19.8,19.4,18.8,19.7,15.9,1.6,1.4,0.6,0.9,0.4,5.6,8.4,4.6,5.3,3.9,6,6,6,6,0,22.1,23.0,21.7,22.6,18.0,3.5,4.6,2.1,2.8,1.5,6,6,6,6,5,1009.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.9,16.5,16.1,18.2,13.0,0.0,0.5,0.0,3.0,2.5
cd9c23ef,8.9,8.2,7.9,9.7,5.3,1.3,1.5,1.3,1.0,0.8,7.8,7.2,7.9,4.4,5.2,7,6,3,6,7,18.2,17.1,17.8,18.0,15.6,4.7,4.4,2.5,3.1,2.4,6,6,2,6,3,1011.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.3,1.7,2.5,6.1,-0.4,0.0,0.0,0.0,0.0,0.0
cfdf3457,16.2,16.4,15.1,16.0,12.5,2.0,2.2,1.5,1.5,0.9,11.1,10.7,8.5,7.6,7.3,6,6,6,4,3,26.3,26.9,25.5,26.8,23.3,6.9,6.1,3.3,4.1,2.4,6,4,6,6,6,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.2,5.3,6.5,5.6,1.8,0.0,0.0,0.0,0.0,0.0
d02b72c7,8.9,7.7,6.9,8.9,3.8,4.2,3.7,1.1,1.5,1.7,15.5,12.4,8.4,12.6,10.2,7,3,6,6,7,15.9,12.8,13.0,15.7,9.7,11.3,7.5,3.3,5.3,4.3,7,3,6,2,3,1007.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.9,1.3,-0.6,2.5,-1.4,0.0,0.0,0.0,0.0,0.0
d19b6ed3,27.8,26.7,25.7,27.9,22.7,1.5,2.8,1.2,1.6,0.7,7.6,9.0,5.8,7.7,4.1,2,2,7,6,4,36.1,34.1,33.5,36.9,32.6,4.1,5.8,2.3,3.9,1.8,2,2,6,6,6,1005.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.6,20.4,20.3,20.9,16.7,0.0,0.0,0.0,0.0,0.0
d1a41bbe,18.5,17.8,16.5,18.7,13.8,2.5,2.2,1.4,1.9,1.0,10.8,10.4,6.9,9.0,7.1,7,2,6,6,1,26.6,26.4,24.9,27.3,21.9,7.5,6.2,2.9,4.9,2.9,3,2,6,6,3,1002.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.2,10.8,9.9,11.1,7.1,0.0,0.0,0.0,0.0,0.0
d1aa60c7,-0.5,-1.3,-3.4,0.1,-5.2,3.1,2.0,0.5,1.1,1.2,12.9,11.1,3.8,8.3,11.3,7,3,6,6,6,4.6,2.8,1.3,6.2,-0.2,7.1,4.9,1.6,4.9,3.5,7,3,5,6,3,1015.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.1,-4.9,-6.8,-3.3,-9.4,0.0,0.0,0.0,0.0,0.0
d2303aec,19.7,19.0,18.1,19.7,15.3,2.2,1.2,0.9,1.4,0.7,7.1,7.4,5.2,5.7,5.0,6,6,6,3,6,25.2,25.2,24.2,25.5,21.5,4.8,4.7,2.4,3.3,2.5,6,6,6,6,6,1014.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.1,14.4,13.5,15.1,9.6,0.0,0.0,0.0,0.0,0.0
d2aba049,3.3,2.7,1.7,2.2,-1.4,2.1,2.6,0.9,0.9,0.7,8.5,11.9,5.7,3.8,6.4,6,6,6,5,3,8.1,8.1,8.2,6.8,4.4,5.9,6.6,2.5,2.4,2.8,6,6,6,5,3,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.1,-2.7,-2.6,-1.5,-7.6,0.0,0.0,0.0,0.0,0.0
d314fd08,23.5,22.7,21.7,23.6,19.9,1.4,0.8,0.7,1.1,0.5,4.6,4.0,3.9,6.1,3.2,1,5,1,6,7,28.4,27.8,27.9,30.9,27.4,3.7,2.8,1.4,3.5,1.9,1,5,2,6,4,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,18.7,19.1,19.6,16.1,1.0,1.0,26.0,5.0,2.5
d32b19d5,21.9,21.7,20.5,21.3,18.9,2.9,4.3,0.5,0.9,0.9,13.1,15.6,9.6,3.9,10.8,6,6,6,3,3,27.6,28.6,24.8,24.4,23.2,6.9,8.5,2.4,2.4,4.0,6,6,6,3,1,1003.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,19.5,18.5,19.7,16.7,22.5,17.5,42.5,52.5,70.5
d3316e8b,15.8,15.9,16.0,16.7,13.2,1.9,2.1,1.2,1.6,0.8,10.1,14.2,8.8,10.6,7.5,6,3,6,6,5,25.5,26.8,24.5,27.4,21.9,7.1,8.3,3.2,6.2,3.1,6,3,6,6,6,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.9,9.9,11.9,11.2,7.1,13.5,0.0,19.0,7.0,8.5
d35bc647,-0.6,-1.3,-2.6,0.3,-4.0,4.1,1.8,1.1,1.3,1.7,17.4,13.8,7.0,9.2,12.2,7,6,6,5,3,5.2,6.6,1.9,7.9,1.5,11.9,5.9,3.9,5.1,5.4,7,3,6,0,3,1013.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-6.6,-8.7,-7.0,-5.5,-10.2,0.0,0.0,0.0,0.0,0.0
d370335c,3.9,2.3,3.2,4.4,0.5,1.6,2.4,0.8,0.9,0.4,6.5,11.4,4.7,4.6,6.3,6,2,2,6,3,5.9,4.9,7.2,6.7,3.5,5.2,6.6,1.6,2.7,2.1,6,2,2,5,3,1020.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.7,0.1,0.7,1.9,-2.5,0.0,0.0,0.0,0.5,0.5
d425ced8,12.9,12.0,11.7,12.9,10.2,3.0,3.4,0.5,1.1,1.0,17.0,13.4,9.8,9.9,11.6,6,4,6,3,3,14.4,13.5,13.3,15.4,12.3,9.7,6.7,3.2,4.9,4.1,7,4,6,3,3,1000.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.4,10.6,10.6,11.5,8.6,58.5,47.5,79.0,71.0,83.5
d4ad157c,4.1,4.3,4.8,5.3,2.7,1.0,1.6,1.2,0.9,0.5,4.8,6.6,8.9,5.4,3.1,2,6,3,2,3,11.0,11.0,11.3,11.0,9.7,2.9,4.1,2.6,3.2,1.6,2,6,2,2,1,1019.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.6,-0.2,0.3,1.8,-2.2,0.0,0.0,0.0,0.0,0.0
