date,label,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
6abadf33,2,10.4,8.3,9.9,11.3,6.5,3.5,4.4,1.5,2.2,1.2,14.7,11.3,7.6,11.4,9.1,2,2,6,6,4,18.7,16.1,18.7,21.1,16.1,7.9,6.9,3.0,6.1,3.3,2,2,6,6,4,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.2,1.6,3.7,3.4,-1.8,0.0,0.0,0.0,0.0,0.0
6adfdf3c,2,2.0,1.2,0.1,2.3,-2.0,5.2,2.7,1.1,1.6,1.9,15.3,10.3,7.8,9.5,13.5,7,3,6,5,7,5.6,6.0,4.5,7.5,1.0,9.6,5.8,3.4,4.4,4.8,7,3,6,0,3,1015.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.3,-2.8,-2.5,-1.8,-4.3,0.0,0.0,0.5,0.0,0.0
6aee08b4,1,19.6,18.5,16.2,18.9,15.0,3.1,2.3,0.8,1.5,0.6,10.3,10.9,5.1,7.7,5.4,6,6,7,6,6,26.0,24.8,21.4,25.6,20.7,7.3,6.6,2.3,4.5,2.1,7,6,6,6,6,1000.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.4,14.3,13.1,14.6,10.8,0.0,1.0,1.0,1.0,0.5
6af45bf9,2,9.1,7.0,6.7,10.6,5.3,2.4,4.1,0.9,1.5,1.1,10.8,15.1,6.2,9.2,8.8,6,2,6,6,7,17.7,13.1,15.9,21.0,15.8,7.7,9.3,2.3,4.9,3.3,6,2,6,6,3,1007.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.9,1.9,1.3,3.2,-2.2,0.0,0.0,0.0,0.0,0.0
6b5227b7,1,23.2,22.5,21.4,23.2,19.2,2.2,1.8,0.6,1.2,0.5,8.6,9.0,5.4,5.8,4.0,4,6,6,6,7,29.4,29.1,28.2,30.2,25.9,6.0,5.3,2.4,3.7,1.5,6,6,6,6,6,1007.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.0,19.2,18.4,19.5,16.2,2.0,1.0,1.0,15.5,3.5
6b830f4d,2,27.1,25.6,24.5,26.7,21.8,2.4,1.9,0.9,1.6,0.7,10.3,8.0,5.2,6.8,5.7,3,4,7,6,4,33.1,32.3,31.2,34.1,28.9,5.8,4.4,2.3,3.8,2.1,6,4,6,6,5,1009.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.0,21.0,20.4,21.9,16.5,0.0,1.0,0.0,0.0,0.0
6b8da2a9,1,13.7,13.4,12.2,14.3,9.8,2.3,3.2,0.6,1.4,0.5,8.3,11.3,5.9,6.8,5.3,6,4,6,6,3,18.5,17.9,17.5,19.1,14.1,6.1,6.4,2.5,4.3,2.8,6,5,6,6,3,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.5,9.9,8.6,9.1,4.2,1.5,0.5,4.0,0.5,3.0
6d0c5227,1,2.4,1.3,1.3,2.0,-0.4,1.3,1.3,1.0,0.6,0.7,5.0,7.4,6.5,3.0,3.9,6,4,1,2,4,9.4,8.0,7.1,8.9,6.8,3.7,4.2,2.1,2.0,1.9,3,6,1,2,4,1026.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.1,-4.9,-2.5,-3.9,-6.6,0.0,0.0,0.0,0.0,0.0
6d98ac43,1,25.4,24.7,23.0,24.6,21.4,2.5,1.5,0.6,0.9,0.5,11.4,9.7,3.2,3.4,5.8,6,6,2,7,5,30.6,29.0,27.3,30.0,25.8,8.3,5.4,1.5,2.3,2.0,6,6,7,6,4,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.2,21.9,20.8,21.5,17.6,0.5,1.5,14.5,10.0,1.5
6dbe6d09,1,17.0,16.9,13.5,16.2,12.8,4.1,3.7,1.0,1.7,1.7,15.8,13.4,8.5,11.5,12.7,7,4,6,0,1,22.9,21.2,20.8,23.9,18.2,9.0,7.6,2.9,5.5,4.6,6,5,6,6,3,1002.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.5,9.6,6.3,9.2,3.4,0.0,0.0,2.5,0.0,0.0
6dd721a3,1,7.4,6.9,5.5,7.4,4.3,2.0,2.6,1.1,1.2,1.1,11.7,10.4,6.9,8.3,6.5,2,2,6,6,3,16.9,15.8,16.0,19.3,14.5,7.0,6.6,3.2,4.2,3.0,2,2,6,6,4,1012.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.7,-1.2,-2.9,-1.1,-3.7,0.0,0.0,0.0,0.0,0.0
6dd9945a,1,26.9,25.7,25.0,26.5,22.6,1.8,1.0,1.0,1.5,0.6,9.0,4.8,5.8,7.7,5.0,4,4,7,6,4,33.6,33.0,33.0,33.9,30.0,5.7,3.0,2.4,4.2,2.0,4,6,6,6,4,1004.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.1,20.5,20.4,21.9,17.8,0.0,0.0,0.0,11.5,0.0
6f253cb9,0,24.1,23.2,22.1,23.4,19.8,1.8,1.5,0.6,0.9,0.6,7.0,8.6,3.9,5.2,4.1,6,6,5,6,3,28.5,27.9,26.1,28.5,24.7,5.1,5.7,1.8,2.7,1.9,6,6,0,6,3,1012.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.4,19.2,19.2,18.9,15.9,0.0,0.0,0.0,0.0,0.0
6fb420a6,1,22.4,22.9,22.0,22.7,19.4,1.7,2.0,0.5,0.9,0.3,5.9,8.2,4.3,5.4,2.3,6,4,6,6,6,25.5,28.1,25.5,26.3,22.1,4.0,4.5,1.8,3.3,1.2,4,4,6,6,4,1002.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,19.8,20.0,20.4,17.5,10.5,10.5,11.5,37.0,24.0
705b56bd,2,19.5,19.2,17.2,19.3,15.9,1.6,1.0,1.0,1.2,0.7,5.3,4.7,6.1,4.9,4.7,7,4,6,6,4,26.5,27.0,25.6,26.4,24.7,3.8,2.4,2.4,2.9,2.0,7,4,6,6,4,1006.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.6,14.9,12.0,15.0,10.5,0.0,0.0,1.0,0.5,1.0
706d6247,2,9.5,9.0,7.6,9.9,5.9,3.5,4.0,0.8,1.1,1.7,13.7,12.8,6.9,9.6,12.7,7,6,6,6,1,13.4,12.4,10.4,12.9,11.0,8.3,7.0,2.1,3.4,5.0,6,6,6,6,3,1000.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.0,4.2,3.6,6.1,0.3,4.0,2.5,19.0,4.0,7.0
7197e71e,2,15.3,14.1,13.4,15.2,10.1,3.8,2.2,1.3,1.5,1.4,16.3,10.1,9.8,11.7,10.0,6,1,7,6,3,22.3,21.6,21.1,24.0,17.6,9.1,5.6,3.8,6.0,4.2,7,1,6,6,3,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.3,7.9,7.5,8.6,3.7,0.0,0.0,0.0,0.0,0.0
724241ed,1,23.4,22.4,22.5,23.8,20.2,2.1,2.1,1.0,1.2,0.6,8.3,10.5,7.5,6.6,6.1,6,6,6,6,4,29.5,29.6,29.2,31.9,27.4,5.4,6.5,2.9,3.8,2.2,6,6,6,6,4,1004.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.3,18.9,18.9,20.1,16.9,8.5,7.0,2.5,12.5,9.5
7245b961,1,11.9,11.3,10.5,12.1,8.7,2.6,3.2,0.5,1.2,0.7,11.1,13.5,3.2,6.2,6.3,7,5,3,6,6,14.1,14.8,13.2,15.7,11.0,7.6,8.6,1.6,3.7,2.4,7,5,6,6,5,1012.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.6,8.5,8.2,9.1,6.6,10.0,8.0,15.5,7.0,29.5
72dbc861,1,20.8,20.5,19.6,20.8,16.4,2.1,1.9,0.8,1.1,0.7,8.4,10.1,5.2,7.4,7.3,4,6,6,4,4,26.6,25.9,24.9,26.8,22.9,6.1,6.5,2.2,3.8,3.1,6,6,6,6,6,1004.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.1,16.7,15.6,16.0,11.7,0.0,0.0,0.0,0.0,0.0
72ecf7d0,2,8.9,7.6,7.8,9.9,7.0,2.2,2.1,1.0,1.3,1.2,11.2,10.5,7.5,9.5,12.5,4,6,1,6,7,12.3,8.8,11.0,13.0,11.8,6.1,6.7,2.9,5.0,4.3,6,6,2,6,3,1005.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.1,6.4,6.7,7.9,4.9,65.5,54.5,57.0,75.0,78.5
7452db10,2,7.4,6.6,7.2,7.7,5.2,2.8,2.2,1.3,1.3,1.4,18.0,19.9,10.5,12.5,14.7,7,6,6,4,3,10.4,10.8,9.3,11.2,8.5,11.4,8.4,3.2,5.4,5.6,7,6,0,6,3,987.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.6,4.5,4.2,6.2,2.1,16.0,14.0,16.0,29.0,26.0
75548385,2,27.2,26.7,24.9,26.0,22.8,1.7,1.7,0.8,0.9,0.6,8.0,6.1,5.2,5.3,4.7,4,5,6,6,4,33.4,34.0,31.4,32.8,29.9,5.6,3.6,2.2,2.9,1.8,6,4,6,6,6,1007.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.8,20.7,21.1,21.8,18.7,0.0,0.0,0.0,0.0,0.0
75c43dd4,2,6.8,6.3,4.3,6.0,4.3,2.8,3.1,0.6,1.1,1.4,14.3,14.3,5.4,7.8,14.3,7,6,6,0,3,10.8,9.9,7.3,9.3,8.4,9.0,7.7,2.1,4.4,5.5,6,4,0,0,3,1015.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.5,2.7,0.6,2.5,0.1,16.5,13.0,26.5,16.0,39.0
76ed3ecd,2,19.0,18.6,16.9,18.8,14.3,3.0,2.4,1.2,1.4,0.9,14.0,10.5,7.0,7.7,6.5,3,4,6,6,5,27.3,26.1,25.2,27.9,22.0,9.2,5.5,2.7,3.9,2.6,3,4,6,6,4,1004.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.8,11.7,11.2,11.3,8.3,0.0,0.0,0.0,0.0,0.0
7720c939,2,2.3,0.9,-0.2,3.1,-1.5,1.7,1.3,0.8,1.0,0.8,12.6,7.3,3.8,7.4,6.8,7,5,5,7,1,11.2,10.6,3.7,12.6,7.3,9.6,4.2,1.8,4.8,2.4,7,5,5,6,3,1016.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.3,-7.5,-2.0,-1.5,-7.5,0.0,0.0,0.0,0.0,0.0
77407c47,2,13.5,13.4,13.3,14.6,10.8,1.5,1.2,0.7,1.0,0.6,5.0,4.6,4.8,4.6,5.7,1,2,1,6,4,17.8,18.2,17.6,18.8,17.1,3.9,3.0,1.7,2.7,2.6,2,2,0,6,1,1009.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.1,9.6,10.5,11.6,7.1,0.0,0.0,0.0,0.0,0.0
7757bcb2,2,28.2,27.9,26.7,27.8,23.6,1.7,1.5,0.8,1.6,0.6,7.5,7.0,5.7,6.9,4.8,4,1,6,6,6,34.5,34.2,32.5,35.0,30.3,5.4,4.1,2.2,4.2,2.2,6,2,6,6,6,1002.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.7,23.3,21.9,21.6,18.1,0.0,0.0,0.0,0.0,0.0
78391e04,1,12.5,11.6,11.7,12.2,9.1,3.4,3.7,0.9,1.6,0.9,10.4,19.7,9.3,10.6,11.9,6,6,6,3,0,14.4,15.7,14.2,16.4,10.6,6.6,10.2,2.6,5.3,2.9,6,4,6,3,5,1005.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.6,8.9,9.0,9.3,7.1,40.0,27.0,32.0,43.0,77.5
7a9cb2cb,2,6.8,6.7,6.0,7.8,4.0,1.6,2.1,1.0,1.3,0.6,8.2,13.7,8.2,7.4,6.5,6,3,1,6,7,9.3,9.9,7.9,10.5,9.1,4.7,7.4,2.4,4.4,2.2,6,3,2,6,3,1005.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.5,4.2,4.5,6.0,0.8,27.0,17.5,23.0,12.5,32.5
7ac3d286,1,22.3,22.0,20.7,22.9,17.4,2.6,2.6,1.1,1.7,0.9,9.7,11.0,6.4,7.4,5.7,4,4,6,6,6,29.5,29.1,28.3,30.4,25.4,6.4,5.4,2.6,4.1,2.3,7,4,6,6,4,1010.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.2,15.4,14.0,15.4,10.3,0.0,0.0,0.0,0.0,0.0
7af61ebc,1,5.4,4.8,4.9,5.8,2.3,1.8,2.1,1.3,1.5,0.7,11.9,10.4,7.9,7.6,6.6,6,4,6,6,3,14.7,14.2,14.1,15.4,11.9,6.8,5.6,3.2,4.6,2.2,6,4,6,6,6,1016.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.3,-3.7,-1.4,-2.2,-5.7,0.0,0.0,0.0,0.0,0.0
7b13b5ec,2,20.9,19.6,19.1,21.2,17.5,1.5,0.6,0.7,0.8,0.5,5.7,3.1,3.9,3.3,3.8,3,5,2,4,5,25.2,23.4,22.3,25.3,22.1,4.6,2.1,1.4,2.0,1.4,3,5,0,2,4,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.8,16.3,16.4,18.6,12.8,0.0,0.0,0.0,0.0,0.0
7b23eadc,2,19.1,17.6,16.6,18.8,14.0,4.0,1.9,1.3,1.2,1.6,13.8,10.4,8.9,8.5,10.3,7,2,6,4,7,26.5,25.6,24.6,27.8,21.4,9.3,6.0,3.1,4.5,4.2,3,2,6,6,3,1002.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.7,10.1,10.1,11.3,7.1,0.0,0.0,0.0,0.0,0.0
7b47ee19,1,27.4,26.2,23.9,26.4,22.1,2.7,3.2,0.6,1.0,0.6,9.5,11.4,4.7,4.1,5.2,6,4,7,6,3,33.3,32.7,30.8,33.5,28.7,6.6,6.3,2.0,2.4,2.3,7,4,6,6,3,1008.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.1,22.0,20.8,21.8,17.4,0.0,0.0,0.0,0.0,0.0
7b780ac4,2,17.9,17.7,16.7,18.4,13.5,2.5,2.2,1.2,1.7,0.8,9.9,10.0,6.7,7.8,7.2,4,4,7,6,4,25.5,25.9,25.3,26.7,23.6,7.2,5.8,3.0,4.5,2.7,6,6,6,6,4,1010.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.0,9.8,8.7,10.5,5.7,0.0,0.0,0.0,0.0,0.0
7b986b07,0,22.8,21.4,21.7,22.9,19.7,1.8,0.8,0.5,0.8,0.5,9.8,11.5,3.5,4.9,5.1,6,6,1,6,4,28.2,26.7,27.1,30.1,25.3,5.2,6.4,1.3,2.2,1.7,6,4,6,6,3,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,18.4,18.7,20.0,16.4,32.0,8.0,12.5,29.5,35.0
7cdfeda7,1,9.9,9.5,8.4,10.5,6.1,2.4,3.8,0.5,1.2,0.5,8.7,12.6,4.1,7.5,8.1,6,4,6,4,1,15.0,14.5,13.1,16.4,9.9,5.1,7.3,2.0,3.9,2.7,6,6,7,6,1,1012.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.0,5.7,5.7,6.5,2.4,15.0,10.5,21.5,9.0,31.5
7cfe066d,2,4.6,3.2,2.0,4.9,0.2,4.0,3.3,0.9,2.0,1.7,17.0,14.0,7.9,14.4,13.1,3,7,2,0,7,9.7,8.0,8.2,11.2,5.2,9.6,7.7,2.9,7.7,5.2,7,3,2,0,7,1013.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.0,-2.4,-3.2,-0.3,-3.8,0.0,0.0,0.0,0.0,0.0
7d390308,2,10.5,9.3,7.9,10.2,6.5,2.7,1.8,1.0,1.5,1.6,12.7,7.9,6.8,8.6,8.9,7,3,6,4,7,18.6,18.2,17.3,20.3,14.3,8.4,5.0,2.9,4.6,3.2,7,3,6,6,3,1008.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.3,0.4,0.4,1.8,0.9,0.0,0.0,0.0,0.0,0.0
7d75fecb,2,28.4,26.9,25.5,27.3,23.2,2.3,1.6,1.0,1.7,0.8,9.8,9.5,6.4,8.0,5.6,3,3,6,5,4,35.7,35.1,33.0,36.3,31.3,7.3,5.8,2.4,4.3,2.4,3,3,6,5,3,1006.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.4,21.8,19.9,21.1,16.8,0.0,0.0,0.0,0.0,0.0
7d9a6f89,2,19.0,17.3,17.3,19.8,15.0,2.0,2.5,1.2,1.7,1.1,11.2,11.8,8.6,9.1,7.5,3,2,6,6,3,27.6,25.5,26.0,28.9,23.8,8.2,8.0,2.9,5.4,3.0,3,2,6,6,3,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.4,11.5,12.2,13.0,8.1,0.0,0.0,0.0,0.0,0.0
7dd6aca5,2,23.3,23.4,22.9,23.2,20.2,2.9,2.2,1.2,1.0,0.7,9.5,10.1,9.3,11.1,8.6,6,6,7,3,0,26.8,28.5,29.0,27.0,22.3,5.8,5.5,3.2,5.1,2.3,6,6,7,3,2,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.2,21.2,20.6,20.7,18.8,21.0,25.5,44.0,27.5,101.0
7e58cb28,2,25.9,25.3,24.0,26.8,21.9,2.7,1.5,0.9,1.7,0.8,11.4,7.3,5.9,8.2,7.3,7,4,6,6,6,33.3,32.9,30.9,34.7,28.3,8.1,4.3,2.6,4.6,2.7,7,4,6,6,6,996.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,20.4,19.0,20.7,17.1,0.0,2.0,0.0,0.0,0.0
7e7675c8,2,13.9,13.5,13.3,14.3,10.3,1.8,2.0,1.0,1.3,0.7,8.3,9.1,6.4,6.5,4.8,4,6,6,6,6,19.1,19.9,19.8,19.6,16.7,5.8,4.9,2.3,3.7,1.9,6,4,6,6,5,1016.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.8,7.4,8.4,9.3,4.2,0.0,0.0,0.5,0.0,0.0
7eaf8c89,2,12.7,11.7,10.2,12.8,8.0,4.5,4.1,0.7,1.6,1.0,15.4,15.8,5.4,8.0,8.7,6,6,6,0,7,17.8,18.2,16.0,20.0,13.8,9.7,10.2,2.0,4.8,3.8,6,6,6,0,3,1005.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,7.3,5.2,5.9,7.1,2.9,0.0,0.0,0.0,0.0,0.0
7f2e48d8,2,7.6,7.2,6.3,7.6,5.0,2.9,1.2,0.9,1.0,1.1,14.9,7.0,6.1,7.3,8.6,6,6,0,6,7,16.9,15.8,14.6,18.1,13.5,9.9,4.2,2.1,3.7,3.2,7,6,0,6,3,1014.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.2,-0.3,0.8,1.2,-1.0,0.0,0.0,0.0,0.0,0.0
7fcec8f7,0,21.2,20.2,20.2,21.6,19.1,2.0,0.9,0.3,0.8,0.5,8.4,7.4,3.7,2.9,9.8,6,2,2,2,3,22.8,21.2,21.1,22.9,20.9,5.5,4.5,1.6,1.9,3.5,6,2,2,2,3,1005.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.0,19.2,19.5,20.6,17.3,36.0,63.5,58.5,36.5,54.0
80f0659a,0,20.7,20.0,18.4,20.6,16.3,2.5,2.5,0.9,1.8,0.8,11.3,11.6,5.8,10.5,6.9,5,4,6,6,7,27.0,26.7,25.3,28.1,23.1,7.3,5.8,2.6,5.7,2.3,4,4,6,6,5,1009.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.0,16.0,15.1,15.1,9.9,0.0,0.0,0.0,0.0,0.0
812a9e3f,2,25.5,24.8,23.1,25.8,21.1,2.5,1.8,0.7,1.5,0.6,11.7,10.2,5.5,6.9,7.0,3,2,7,6,4,32.3,31.7,29.2,32.4,27.1,7.2,6.7,2.2,3.6,2.5,3,2,6,6,4,1008.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.4,20.1,19.5,20.9,17.2,1.0,0.0,8.5,1.0,13.0
81b06c2a,2,3.1,1.2,3.5,4.1,-0.9,2.7,4.4,1.2,1.6,0.9,14.2,12.2,6.6,8.0,6.2,2,2,6,6,4,10.3,7.0,11.9,11.9,7.4,8.2,7.9,2.9,5.0,3.0,2,2,6,6,4,1021.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.5,-3.3,-1.4,-1.4,-5.7,0.0,0.0,0.0,0.0,0.0
81ca8f6c,2,23.7,23.5,22.4,23.5,18.8,2.8,2.5,1.2,1.6,0.9,13.9,10.7,8.2,8.5,8.0,6,5,6,6,1,32.7,32.7,31.2,33.4,28.4,8.0,6.6,3.2,5.1,3.1,6,6,6,6,3,1001.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.8,15.0,15.2,15.5,10.7,0.0,0.0,0.0,0.0,0.0
8254cfbb,2,18.9,17.7,16.3,19.7,13.4,1.7,1.3,0.9,1.2,0.6,7.4,6.4,5.0,6.5,3.9,3,2,6,4,4,25.1,24.6,23.1,25.9,18.9,4.8,4.1,2.0,4.0,1.6,3,2,6,6,4,1013.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.1,12.8,11.6,15.6,9.1,0.0,0.0,0.0,0.0,0.0
82cae47e,1,7.8,6.9,6.7,8.5,3.6,2.5,2.6,1.4,1.8,1.0,12.8,12.6,8.1,8.3,7.1,4,4,6,6,5,16.2,15.4,15.4,16.8,11.9,8.1,6.9,3.4,5.1,2.7,4,2,6,6,6,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.1,-1.2,-1.1,0.5,-4.1,0.0,0.0,0.0,0.0,0.0
83704a68,0,22.2,22.0,21.3,22.6,18.9,1.8,2.1,0.5,0.9,0.4,8.0,9.2,2.9,5.2,3.9,6,6,2,6,5,27.7,25.9,25.2,28.2,23.1,5.9,5.7,1.2,2.7,1.5,6,6,2,2,6,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,19.0,19.2,20.5,16.4,3.0,0.5,6.5,7.0,6.0
84bd4439,0,22.9,22.1,21.2,22.6,18.8,2.2,1.6,0.6,1.3,0.4,9.1,7.3,4.4,6.5,3.9,6,4,1,6,3,27.4,26.3,25.0,27.7,22.5,5.7,3.8,1.5,3.5,1.6,6,4,2,6,4,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,18.3,17.6,18.3,14.6,11.0,5.5,8.5,6.0,13.0
85153a6f,1,18.6,17.4,17.3,19.1,15.4,1.7,3.0,0.8,1.0,0.6,6.6,10.0,5.1,5.9,3.2,0,2,6,6,4,23.9,20.8,23.0,24.6,20.3,4.8,6.1,2.0,3.4,2.0,0,2,6,6,4,1014.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.5,14.3,14.4,16.2,11.8,0.0,0.0,0.0,0.5,0.0
85903243,0,15.9,15.4,14.5,15.7,13.3,1.4,1.1,1.0,0.9,0.6,5.9,5.1,5.4,3.4,4.3,1,2,1,2,6,19.3,19.3,18.6,19.3,18.3,3.9,3.1,1.8,2.2,1.9,3,2,2,2,4,1009.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.5,13.1,11.9,13.1,8.7,41.5,30.0,48.0,41.5,68.0
871d6233,2,17.7,17.6,16.0,17.7,13.9,2.7,2.9,1.4,1.6,1.1,12.2,13.6,8.3,7.8,9.1,6,5,6,6,4,27.9,26.6,25.9,28.1,23.1,7.8,7.1,3.3,5.0,3.3,6,4,6,6,3,1000.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.7,8.0,8.1,7.9,5.3,0.0,0.0,0.0,0.0,0.0
872286ee,2,27.6,26.4,26.1,28.4,22.8,2.0,1.5,1.0,1.7,0.6,11.4,6.1,6.1,8.6,5.6,7,4,6,6,4,35.5,35.4,32.7,35.9,30.8,6.3,3.3,2.5,4.8,2.5,3,4,6,6,6,1006.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.3,18.6,21.7,23.8,16.9,0.0,0.0,0.0,0.0,0.0
876dbda1,0,8.5,9.8,9.5,9.1,4.9,1.5,1.6,1.4,0.9,0.8,6.0,7.7,7.3,5.2,4.0,6,4,2,6,5,20.0,19.7,20.0,20.7,14.3,4.1,4.8,2.4,2.5,1.8,6,4,6,6,5,1011.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.2,1.7,2.2,2.1,-1.1,0.0,0.0,0.0,0.0,0.0
88f0c445,2,20.7,20.0,18.5,20.5,16.9,3.1,2.0,1.4,1.6,1.2,15.9,9.8,8.0,8.1,7.6,7,6,6,6,6,30.7,31.5,29.1,33.1,27.7,11.1,5.9,3.5,5.2,3.0,7,6,6,6,3,1007.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.5,9.0,9.8,9.5,6.5,0.0,0.0,0.0,0.0,0.0
893f4696,2,16.0,15.5,14.4,15.8,11.7,2.8,3.1,1.4,1.8,1.1,16.4,13.4,7.1,9.4,6.7,6,4,6,6,6,25.9,25.0,24.0,26.3,21.0,8.0,7.5,3.4,5.2,3.1,6,4,6,6,3,1012.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.8,5.5,6.2,6.1,3.4,0.0,0.0,0.0,0.0,0.0
89557bbe,2,23.2,22.3,21.3,23.3,17.6,1.8,1.4,0.8,1.8,0.5,8.0,5.3,5.5,8.3,4.3,6,6,7,6,5,29.8,29.7,28.9,30.9,25.0,5.1,3.6,2.3,4.6,2.0,6,6,6,6,4,1016.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,17.4,17.8,18.6,13.2,0.0,0.0,34.5,0.0,0.0
